Compound,m/z,Retention time (min),kmd,pass_relfil,pass_blnkfil,average CV,median CV,pass_cvfil,pass_insource,groups,fc,max,logmax,-logp,-logq,logfc
0.92_341.5760m/z,341.5759566,0.923466667,0.5759565999999836,True,True,0.0785008020739685,0.080416564505861,True,True, 0um_Ce 250um_Ce Media,1.313706527415288,392.19464145555554,2.5935016556189114,2.1100117888967134,1.8506738001547205,0.39364302396284484
1.17_283.6431m/z,283.6430518,1.1657,0.6430518000000234,True,True,0.1084707745572202,0.0638048007539944,True,True, 0um_Ce 250um_Ce Media,2.1279283258220145,388.5807792111111,2.589481314820122,2.157469347480337,1.8877493229446225,1.0894495579243573
1.21_158.0931m/z,158.0931033,1.20815,0.0931032999999956,True,True,0.0248515967882169,0.0239798992529522,True,True, 0um_Ce 250um_Ce Media,1.4434604223412195,388.5532653,2.5894505630087443,2.7105190013319667,2.337494057701921,0.5295315514430838
3.96_486.6163m/z,486.6162576,3.961483333,0.6162575999999831,True,True,0.0539866166909792,0.0460951428192017,True,False, 0um_Ce 250um_Ce insource,100.0,409.3400172,2.6120842034764773,1.2672296373042438,,6.643856189774724
4.12_505.1147m/z,505.1147464,4.118116667,0.1147464000000013,True,True,0.0287274536816816,0.0285565322386816,True,True, 0um_Ce 250um_Ce,100.0,403.8169616111111,2.6061845567557205,1.2124906606686925,1.0861680252497028,6.643856189774724
2.08_360.2115m/z,360.2114612,2.08315,0.2114611999999738,True,True,0.1131172454789301,0.0802407029794177,True,False, 0um_Ce 250um_Ce Media insource,0.0413501856776482,448.0287278777778,2.651305862120446,8.105370202400657,,-4.595962382128578
4.11_296.0682n,297.0754335,4.110983333,0.0754334999999741,False,True,,,True,True, relfil,,,,,,
2.45_187.1450m/z,187.1449997,2.446216667,0.1449996999999996,True,True,0.02141310450978,0.0176297205645614,True,False, Media insource,0.01,445.7803082888889,2.6491208802268607,3.6053817536383375,,-6.643856189774724
2.37_391.2006m/z,391.2006339,2.374533333,0.2006339000000139,True,True,0.0516653717817923,0.0420381796087163,True,False, 0um_Ce 250um_Ce Media insource,0.1796534221463565,440.3557454888889,2.643803667121479,10.02171639496557,,-2.476711677963345
0.71_906.8272m/z,906.8271627,0.709933333,0.8271627000000308,True,True,0.0356276754379308,0.0346017306248347,True,False, 0um_Ce 250um_Ce Media insource,2.986708880583981,374.1287056111111,2.573021031401172,7.727529880232141,,1.578556622648366
2.60_746.8366m/z,746.8366155,2.602616667,0.8366154999999935,True,True,0.6663247869709621,0.1973001808771025,True,False, 0um_Ce insource,100.0,375.5956005888889,2.574720496663405,1.4779972113094804,,6.643856189774724
1.34_121.0655m/z,121.0654623,1.336683333,0.0654622999999929,True,True,0.0204867343658581,0.0200324320575818,True,False, Media insource,0.01,436.9341426555555,2.640415982424265,5.163556058688598,,-6.643856189774724
2.15_254.6475m/z,254.6475323,2.147433333,0.6475322999999946,True,True,0.2143663618505872,0.1512857810582779,True,False, 0um_Ce 250um_Ce Media insource,0.0454028662288117,434.43245834444446,2.6379222658286405,9.851311624075278,,-4.461072813765844
2.67_736.3245m/z,736.3244587,2.674033333,0.3244587000000365,True,True,0.1190932916406321,0.1429553227181101,True,True, 0um_Ce,100.0,372.7720624655556,2.5714433565475656,0.6123565282849696,0.5701090735932551,6.643856189774724
1.21_117.0593n,235.1195914,1.20815,0.1195913999999902,True,True,0.0369221877591457,0.036586113889521,True,True, 0um_Ce 250um_Ce Media,1.143536017447818,368.5483919444444,2.566494520620071,2.415731145371232,2.09791241445994,0.19350180639237413
0.75_104.1076m/z,104.1075696,0.752783333,0.107569600000005,True,True,0.0199743865389218,0.0122015052382321,True,True, 0um_Ce Media,0.5389337191604445,429.4793178,2.6329422545896017,1.1266118362965003,1.0132797360003545,-0.8918202410531773
4.62_1041.2327m/z,1041.232698,4.623133333,0.2326980000000276,True,True,0.0664370877204894,0.0600864775902982,True,False, 0um_Ce 250um_Ce insource,100.0,384.2616025444445,2.584626989626445,0.8812401107534548,,6.643856189774724
0.93_249.5669m/z,249.5669007,0.9306,0.5669006999999908,True,True,0.0280622149390026,0.0333238000006097,True,True, 0um_Ce 250um_Ce Media,1.3065013478311192,362.0191668555556,2.558731564564225,4.862510202290198,4.052644538729348,0.3857086129918553
0.77_425.0626m/z,425.0626373,0.767066667,0.0626373000000057,True,True,0.0338432151796549,0.0236376312879423,True,False, 0um_Ce 250um_Ce Media insource,2.856785498383805,362.0538819555556,2.5587732083635766,4.272645941543156,,1.5143927156458048
2.52_504.2615m/z,504.261502,2.524766667,0.2615020000000072,True,True,0.2343863228443034,0.1955172588593235,True,False, 0um_Ce 250um_Ce Media insource,0.0250546398453089,422.40728217777774,2.6257313966999125,8.054659482807175,,-5.318778390267913
1.91_264.1655m/z,264.1655078,1.912466667,0.1655078000000003,True,True,0.2277929604925285,0.2130784262091779,False,False, 0um_Ce 250um_Ce Media cv insource,0.0210915532670322,420.8232644111111,2.62409974095102,8.637818711676655,,-5.567190844850404
3.43_474.1171n,475.1244008,3.428016667,0.1244007999999894,True,True,0.0375609389773963,0.0427949432869374,True,True, 0um_Ce 250um_Ce,100.0,356.93315046666675,2.552586885294286,0.7639749581337699,0.6985937595349541,6.643856189774724
2.61_383.5082m/z,383.508177,2.60975,0.5081769999999892,True,True,0.5620464145187912,0.1658039832079569,True,True, 250um_Ce Media,0.0183111967743992,378.2795946111111,2.577812914946433,3.0495709742828354,2.60550735696096,-5.771130104588844
2.22_395.7367m/z,395.7366836,2.218133333,0.7366835999999921,True,True,0.1648617169398654,0.1251500104996483,True,False, 0um_Ce 250um_Ce Media insource,0.0279581606577091,417.96953293333337,2.6211446258870685,8.318767968259845,,-5.160586739550967
4.45_341.1026m/z,341.1026019,4.4453,0.1026019000000246,True,True,0.0397659787060061,0.034431651949612,True,False, 0um_Ce 250um_Ce insource,100.0,355.1046697555556,2.5503563834695533,1.282495235421426,,6.643856189774724
2.70_395.1798m/z,395.1797723,2.701883333,0.1797723000000246,True,True,0.0679768494504258,0.0530354146929067,True,True, 0um_Ce 250um_Ce Media,1.82889255476574,374.1139370222222,2.573003887452684,0.7240083953318974,0.6640627430544367,0.8709703209806201
3.24_492.1278n,493.1350774,3.2359,0.1350774000000001,True,True,0.104333044345002,0.0871907536039893,True,True, 0um_Ce 250um_Ce,100.0,352.05602835555555,2.546611785265941,0.7793170545263419,0.7106415709899851,6.643856189774724
2.45_259.1167m/z,259.1166718,2.45335,0.1166718000000059,True,True,0.038045538220139,0.0290989181367431,True,True, 0um_Ce 250um_Ce Media,0.862214415166366,372.4911828111111,2.571115997079477,1.4520807007552974,1.2930589737132725,-0.2138814120796308
1.78_239.1041m/z,239.1040588,1.784633333,0.10405879999999,True,True,0.2715612703307752,0.2789493998244421,False,True, 0um_Ce 250um_Ce Media cv,0.0157136624715336,411.0657957,2.61391134115215,8.990278555852218,,-5.991836712916952
0.75_747.1697m/z,747.1697457,0.752783333,0.1697457000000213,True,True,0.051633646663002,0.0493288349146388,True,True, 0um_Ce 250um_Ce Media,1.6596361172082432,350.1113694222222,2.5442062141559503,3.600192731528591,3.044924153833973,0.7308669587733032
