,,,0p8_B,0p8_B,0p8_B,0p8_K,0p8_K,0p8_K,0p8_M,0p8_M,0p8_M,0p8_MK,0p8_MK,0p8_MK,2p5_B,2p5_B,2p5_B,2p5_K,2p5_K,2p5_K,2p5_M,2p5_M,2p5_M,2p5_MK,2p5_MK,2p5_MK,8p0_B,8p0_B,8p0_B,8p0_K,8p0_K,8p0_K,8p0_M,8p0_M,8p0_M,8p0_MK,8p0_MK,8p0_MK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,m/z,Retention time (min),0p8_B1,0p8_B2,0p8_B3,0p8_K1,0p8_K2,0p8_K3,0p8_M1,0p8_M2,0p8_M3,0p8_MK1,0p8_MK2,0p8_MK3,2p5_B1,2p5_B2,2p5_B3,2p5_K1,2p5_K2,2p5_K3,2p5_M1,2p5_M2,2p5_M3,2p5_MK1,2p5_MK2,2p5_MK3,8p0_B1,8p0_B2,8p0_B3,8p0_K1,8p0_K2,8p0_K3,8p0_M1,8p0_M2,8p0_M3,8p0_MK1,8p0_MK2,8p0_MK3
7.828_627.43701,627.43701,7.828,0.0,0.0,0.0,1989385.3333333333,2192444.0,2357867.6666666665,161353.33333333334,0.0,0.0,5029252.0,5861788.333333333,3353912.0,0.0,0.0,0.0,333334.3333333333,877815.3333333334,1016433.6666666666,0.0,0.0,0.0,1391590.6666666667,1592361.0,1620248.0,0.0,0.0,0.0,258894.66666666666,272882.3333333333,216704.66666666666,0.0,0.0,0.0,507976.3333333333,607867.6666666666,573627.6666666666
7.82_437.40967,437.40967,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34291.333333333336,53279.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784040.0,1843350.3333333333,1833142.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159905.6666666667,1083941.0,1537494.0,0.0,0.0,0.0
7.841_393.38428,393.38428,7.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214761.0,224926.0,192969.66666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193916.33333333334,177347.0,243701.0,0.0,0.0,0.0
7.855_463.42465,463.42465,7.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4390.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769598.0,826777.3333333334,765465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347760.6666666667,359906.6666666667,490128.6666666667,0.0,0.0,0.0
7.861_435.35538,435.35538,7.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11513.666666666666,14596.333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146945.0,122151.0,154825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508065.3333333333,402016.3333333333,513384.3333333333,0.0,0.0,0.0
7.86_427.0744,427.0744,7.86,0.0,0.0,0.0,81347.33333333333,127179.0,103098.66666666667,4569.0,0.0,0.0,7377.333333333333,21027.0,29812.333333333332,0.0,0.0,0.0,297560.3333333333,139584.66666666666,118440.33333333333,0.0,0.0,0.0,306319.6666666667,358467.3333333333,270580.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.873_344.31598,344.31598,7.873,7201.0,6689.666666666667,15459.666666666666,4850681.333333333,6476565.333333333,22671354.333333332,5626186.0,31772.0,23360.333333333332,15251310.666666666,25295134.666666668,5313767.0,12194.666666666666,22931.666666666668,19003.666666666668,1573173.3333333333,5660648.0,6079407.0,27420.666666666668,14255.0,38649.666666666664,3785690.6666666665,3260990.3333333335,3571500.0,46293.666666666664,27127.666666666668,19679.666666666668,22269133.0,21285910.666666668,28595470.0,20686.0,6174.333333333333,25883.333333333332,59422154.333333336,69373702.66666667,63344830.666666664
7.879_515.28271,515.28271,7.879,0.0,0.0,4698.333333333333,1106272.6666666667,1149422.6666666667,1216562.0,1811834.6666666667,0.0,0.0,859804.3333333334,1050414.3333333333,1144706.0,0.0,0.0,0.0,254476.33333333334,784358.6666666666,661752.0,0.0,0.0,0.0,788561.0,909817.0,1078906.6666666667,0.0,0.0,0.0,16057.666666666666,6616.0,55766.666666666664,0.0,0.0,5548.666666666667,19500.333333333332,72306.0,44237.666666666664
7.884_316.64423,316.64423,7.884,0.0,0.0,0.0,86093.0,166524.0,184038.66666666666,73817.66666666667,0.0,0.0,25356.0,54703.0,81691.33333333333,0.0,0.0,0.0,262956.6666666667,286177.0,252596.66666666666,0.0,0.0,0.0,10905.666666666666,56059.666666666664,72804.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.88_510.32727,510.32727,7.88,0.0,0.0,0.0,603924.6666666666,615337.6666666666,686765.3333333334,1020621.3333333334,0.0,0.0,502925.6666666667,601083.6666666666,648748.0,0.0,0.0,0.0,124860.66666666667,393321.3333333333,317312.6666666667,0.0,0.0,5919.333333333333,343947.3333333333,479169.3333333333,535317.6666666666,0.0,0.0,0.0,6662.333333333333,0.0,17413.666666666668,13453.333333333334,0.0,6612.333333333333,9179.0,0.0,0.0
7.895_316.04282,316.04282,7.895,0.0,0.0,0.0,2483225.6666666665,3666533.6666666665,3877441.6666666665,0.0,0.0,0.0,2181043.3333333335,2494388.0,4473044.0,0.0,0.0,0.0,10503057.333333334,7535302.0,7495204.666666667,0.0,0.0,0.0,14733702.0,13123345.666666666,14114756.333333334,0.0,0.0,0.0,27687.333333333332,14049.666666666666,0.0,0.0,0.0,0.0,92940.0,66613.33333333333,41008.666666666664
7.898_487.12897,487.12897,7.898,0.0,4885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281970.0,288519.6666666667,190392.33333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.89_469.23349,469.23349,7.89,0.0,0.0,0.0,63757.333333333336,8553.0,13031.0,0.0,0.0,0.0,45893.0,36168.0,54798.0,0.0,0.0,0.0,523884.3333333333,262026.0,310304.0,0.0,0.0,0.0,389221.3333333333,336347.3333333333,320022.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.902_284.09146,284.09146,7.902,0.0,0.0,0.0,377709.6666666667,400277.0,514087.0,65153.0,32901.0,0.0,649189.0,790994.3333333334,806514.6666666666,0.0,0.0,0.0,427582.6666666667,461538.6666666667,335947.6666666667,0.0,0.0,0.0,579171.3333333334,589126.6666666666,541857.3333333334,0.0,0.0,0.0,49206.666666666664,23570.333333333332,0.0,0.0,0.0,0.0,14255.0,20476.333333333332,10029.666666666666
7.912_1001.58704,1001.58704,7.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243345.33333333334,144080.0,266988.6666666667,502859.3333333333,0.0,0.0,671806.0,357260.3333333333,388272.3333333333,747593.6666666666,969011.3333333334,882980.6666666666
7.912_979.60541,979.60541,7.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880540.0,566686.6666666666,838725.0,743866.0,0.0,0.0,1227655.0,615789.6666666666,658832.0,908383.6666666666,939598.6666666666,810874.0
7.913_371.08258,371.08258,7.913,0.0,0.0,0.0,66780.33333333333,70482.66666666667,133218.33333333334,0.0,0.0,0.0,55990.0,94201.66666666667,138462.0,0.0,0.0,0.0,701101.3333333334,741939.3333333334,700712.0,0.0,0.0,0.0,428497.0,440991.3333333333,482081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.914_331.08936,331.08936,7.914,0.0,0.0,0.0,266617.6666666667,304495.6666666667,373101.6666666667,0.0,0.0,0.0,161998.66666666666,255764.33333333334,526631.0,0.0,0.0,0.0,1217323.0,942911.3333333334,949620.3333333334,0.0,0.0,0.0,871014.0,837982.6666666666,915128.6666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5243.333333333333,0.0,0.0,0.0
7.919_672.41608,672.41608,7.919,0.0,5919.0,0.0,275220.3333333333,266605.6666666667,287078.0,92787.66666666667,0.0,0.0,274984.3333333333,337841.0,289899.3333333333,0.0,0.0,5042.666666666667,272471.0,372866.0,296200.6666666667,0.0,0.0,0.0,338453.3333333333,297960.0,326462.3333333333,5018.333333333333,0.0,9288.0,9120.0,9368.0,6865.666666666667,0.0,0.0,0.0,0.0,37775.666666666664,32332.666666666668
7.91_484.33826,484.33826,7.91,0.0,0.0,0.0,1727360.3333333333,1724926.6666666667,1871374.3333333333,0.0,4957.333333333333,0.0,631507.3333333334,603171.0,817023.6666666666,0.0,0.0,0.0,956809.0,1189578.3333333333,902996.0,0.0,0.0,0.0,738294.0,760475.6666666666,795002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.923_701.40442,701.40442,7.923,42905.333333333336,34084.333333333336,12225.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11826.333333333334,0.0,9094.333333333334,4165.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2034385.0,1298863.3333333333,2950225.0,2552078.0,0.0,0.0,3000101.0,1452649.0,1645629.3333333333,2573352.6666666665,2702202.3333333335,2164866.0
7.923_724.47839,724.47839,7.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240659.66666666666,112682.66666666667,322307.6666666667,534483.3333333334,0.0,0.0,590269.3333333334,241580.33333333334,296181.3333333333,683823.3333333334,769237.3333333334,721068.0
7.923_838.48572,838.48572,7.923,0.0,0.0,0.0,234278.33333333334,374530.6666666667,279567.6666666667,1214565.0,0.0,0.0,444173.3333333333,503292.3333333333,570970.0,0.0,0.0,0.0,183324.0,218010.0,283481.0,0.0,0.0,0.0,402930.3333333333,414381.0,356111.3333333333,0.0,0.0,0.0,883546.0,791564.3333333334,817967.0,0.0,0.0,0.0,4514657.333333333,4722277.0,5206465.333333333
7.924_393.272,393.272,7.924,0.0,5332.666666666667,0.0,0.0,0.0,0.0,108476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215575.33333333334,289131.3333333333,399814.0,0.0,0.0,0.0,349530.3333333333,374666.6666666667,272899.0
7.925_860.46753,860.46753,7.925,0.0,0.0,0.0,557476.6666666666,681415.0,690886.6666666666,2483666.6666666665,0.0,0.0,622481.0,623227.0,588147.6666666666,0.0,0.0,0.0,503984.3333333333,620791.3333333334,562878.6666666666,0.0,0.0,0.0,466661.6666666667,602371.0,528076.0,0.0,0.0,0.0,1970751.6666666667,1607329.6666666667,1648562.6666666667,0.0,0.0,0.0,7146915.333333333,6851800.0,6809055.0
7.952_662.39203,662.39203,7.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694369.3333333333,1192758.3333333333,1727798.0,1108239.6666666667,0.0,0.0,2489825.6666666665,991027.3333333334,1238535.6666666667,899820.3333333334,960907.3333333334,1109030.6666666667
7.954_474.36145,474.36145,7.954,0.0,0.0,0.0,36927.0,21074.666666666668,21016.333333333332,4938.333333333333,0.0,0.0,138989.0,81341.0,26212.333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.961_369.22485,369.22485,7.961,0.0,0.0,0.0,4149024.0,5109597.666666667,5155380.333333333,11523.333333333334,4407.333333333333,3894.0,6388658.0,4811612.666666667,7809423.333333333,0.0,0.0,4421.333333333333,3389283.6666666665,3607002.3333333335,3808420.3333333335,0.0,0.0,0.0,8111709.0,8859811.0,8487557.0,0.0,0.0,0.0,133631.0,26049.0,37794.333333333336,0.0,4722.333333333333,0.0,283109.6666666667,153859.0,158391.66666666666
7.96_392.30038,392.30038,7.96,0.0,0.0,0.0,519891.3333333333,682565.6666666666,704580.6666666666,0.0,0.0,0.0,1224366.6666666667,1069698.6666666667,1872850.3333333333,0.0,0.0,0.0,420312.3333333333,407132.0,426994.0,0.0,0.0,0.0,1713158.0,1696451.3333333333,1600076.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7189.0
7.977_339.06793,339.06793,7.977,0.0,0.0,0.0,11961.0,12699.666666666666,31485.666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233931.33333333334,107571.0,89540.0,0.0,0.0,0.0,282427.6666666667,259802.0,232923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.991_487.28775,487.28775,7.991,0.0,0.0,0.0,133706.66666666666,99764.0,214041.33333333334,0.0,0.0,0.0,119454.0,128393.0,153763.66666666666,0.0,0.0,0.0,113337.66666666667,249970.33333333334,227355.0,0.0,0.0,0.0,257294.66666666666,244771.66666666666,284394.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.999_255.2681,255.2681,7.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9943.333333333334,0.0,0.0,0.0,0.0,0.0,231707.66666666666,225750.33333333334,246886.66666666666,0.0,0.0,0.0,273168.3333333333,285594.6666666667,303164.0
8.003_345.02155,345.02155,8.003,0.0,0.0,0.0,753350.0,1143233.6666666667,1117053.3333333333,36190.0,0.0,0.0,568538.6666666666,422960.0,1162572.6666666667,0.0,0.0,0.0,12362224.333333334,4939973.0,4052009.0,0.0,0.0,0.0,6723229.333333333,7029281.666666667,6330851.333333333,0.0,0.0,0.0,29713.0,0.0,30063.0,0.0,0.0,0.0,225434.0,290293.6666666667,327946.6666666667
8.005_408.02991,408.02991,8.005,0.0,0.0,0.0,6753.666666666667,32175.666666666668,67067.33333333333,0.0,0.0,0.0,9766.0,0.0,30644.0,0.0,0.0,0.0,1184962.0,624693.0,497135.0,0.0,0.0,0.0,489477.0,565853.3333333334,510902.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.022_398.19342,398.19342,8.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151826.33333333334,256728.0,0.0,0.0,0.0,0.0,0.0,0.0,5894.333333333333,13489.0,0.0,81406.66666666667,360370.0,319221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70611.0,333916.6666666667,207856.66666666666,0.0,0.0,0.0
8.028_537.26434,537.26434,8.028,8862.666666666666,0.0,5775.666666666667,452680.3333333333,409943.3333333333,393618.0,107902.0,0.0,0.0,249635.66666666666,215356.0,316912.0,0.0,0.0,0.0,78558.0,267764.0,178356.66666666666,6422.0,0.0,0.0,174452.66666666666,235784.66666666666,300504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.029_316.14096,316.14096,8.029,0.0,0.0,0.0,957423.0,983579.6666666666,1034906.3333333334,195651.0,4750.333333333333,0.0,686676.0,814324.0,925113.3333333334,0.0,0.0,0.0,237618.33333333334,613864.6666666666,495111.6666666667,0.0,7545.0,0.0,477143.3333333333,612967.6666666666,667644.0,0.0,0.0,0.0,6184.333333333333,12843.333333333334,0.0,0.0,0.0,0.0,31609.0,17633.333333333332,22807.0
8.035_421.30408,421.30408,8.035,0.0,0.0,0.0,222156.33333333334,223363.33333333334,346809.0,0.0,0.0,0.0,283925.0,420385.0,357015.0,0.0,0.0,0.0,129145.66666666667,121589.0,115062.66666666667,0.0,0.0,0.0,294178.6666666667,235394.0,266101.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.035_434.05145,434.05145,8.035,0.0,0.0,0.0,6877.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282730.0,339326.6666666667,237322.33333333334,0.0,0.0,0.0,413953.0,209573.0,305397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.041_480.31119,480.31119,8.041,55416.666666666664,0.0,0.0,573732.0,1598155.3333333333,1527997.0,69379.33333333333,4150286.0,6589586.0,706062.3333333334,1664626.6666666667,1835746.0,4307.666666666667,0.0,0.0,3190303.6666666665,3775676.6666666665,3029755.6666666665,3664429.0,16842807.0,13463372.666666666,1634175.0,2156472.6666666665,1170926.0,0.0,0.0,0.0,1319653.6666666667,387162.0,390276.3333333333,2881947.3333333335,8741000.666666666,6105497.0,1076511.3333333333,0.0,0.0
8.044_1001.58722,1001.58722,8.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294810.6666666667,872737.0,1683709.6666666667,2289107.6666666665,0.0,0.0,3582638.6666666665,1587757.6666666667,1657801.0,3077070.6666666665,3909385.3333333335,3139182.0
8.058_391.29843,391.29843,8.058,0.0,0.0,0.0,243349.33333333334,365545.6666666667,356730.6666666667,41253.0,0.0,0.0,482280.0,573944.6666666666,626722.6666666666,3846.0,0.0,0.0,578794.6666666666,679289.3333333334,612026.3333333334,0.0,0.0,0.0,773802.6666666666,877462.0,949547.6666666666,0.0,0.0,0.0,8020.333333333333,10002.333333333334,6957.333333333333,0.0,0.0,4688.333333333333,0.0,0.0,0.0
8.059_368.22278,368.22278,8.059,0.0,0.0,0.0,903525.0,1073373.3333333333,1248396.3333333333,200488.66666666666,0.0,0.0,1458934.6666666667,1479566.3333333333,1606576.0,0.0,0.0,0.0,2054231.3333333333,2328475.3333333335,2348352.3333333335,0.0,0.0,0.0,2279517.0,2567906.3333333335,2761669.3333333335,0.0,0.0,0.0,170122.33333333334,70889.33333333333,92018.33333333333,0.0,0.0,0.0,16586.666666666668,40657.666666666664,18405.333333333332
8.066_358.3313,358.3313,8.066,0.0,0.0,16134.333333333334,531815.0,572239.6666666666,1893338.0,1600909.0,52702.333333333336,37779.666666666664,1480501.6666666667,1811770.6666666667,448368.3333333333,4252.333333333333,22114.0,31904.666666666668,549254.3333333334,867119.6666666666,695395.0,53718.666666666664,9656.0,7024.333333333333,968149.6666666666,772637.6666666666,687511.3333333334,14076.0,29676.0,20445.333333333332,7856350.0,5684291.333333333,8305415.0,6989.333333333333,0.0,0.0,19642623.333333332,21499728.666666668,21483592.333333332
8.112_352.0531,352.0531,8.112,0.0,0.0,0.0,64936.333333333336,118698.0,82669.33333333333,0.0,0.0,0.0,36760.333333333336,38095.333333333336,134806.66666666666,0.0,0.0,0.0,234450.66666666666,158213.66666666666,143108.0,0.0,0.0,0.0,109599.33333333333,216972.66666666666,185268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.113_544.38452,544.38452,8.113,0.0,0.0,0.0,940743.3333333334,1263778.0,1394663.6666666667,42672.0,0.0,3945.0,988661.6666666666,915229.0,1674773.0,4845.666666666667,0.0,0.0,2599649.3333333335,1980422.3333333333,1582110.6666666667,0.0,0.0,0.0,2255020.3333333335,2565166.6666666665,2529844.6666666665,0.0,0.0,0.0,12122.333333333334,22564.0,56532.333333333336,0.0,0.0,0.0,31639.333333333332,49497.666666666664,33872.0
8.114_319.09952,319.09952,8.114,0.0,0.0,0.0,557800.3333333334,734536.3333333334,764557.0,0.0,0.0,0.0,600534.3333333334,561682.3333333334,856344.0,0.0,0.0,0.0,1163698.6666666667,875492.3333333334,844854.0,0.0,0.0,0.0,1103355.0,1111533.3333333333,1231514.6666666667,0.0,0.0,0.0,6367.0,0.0,0.0,0.0,0.0,0.0,14242.666666666666,9928.666666666666,0.0
8.115_414.09717,414.09717,8.115,0.0,0.0,4666.333333333333,210109.66666666666,354230.3333333333,339679.3333333333,0.0,4106.0,0.0,251761.66666666666,238424.33333333334,348171.3333333333,4281.0,4321.333333333333,0.0,609257.6666666666,470920.3333333333,383003.0,0.0,0.0,0.0,420639.6666666667,564476.3333333334,451416.3333333333,0.0,0.0,0.0,0.0,0.0,16352.0,0.0,0.0,0.0,0.0,11205.666666666666,0.0
8.116_471.19995,471.19995,8.116,6832.666666666667,0.0,0.0,531195.6666666666,795735.0,722781.0,0.0,6196.666666666667,0.0,545229.3333333334,732145.0,964049.6666666666,0.0,0.0,0.0,1123809.0,764040.6666666666,829020.0,0.0,0.0,0.0,1096292.3333333333,1149685.3333333333,1162378.6666666667,0.0,0.0,0.0,11313.333333333334,0.0,0.0,0.0,0.0,0.0,0.0,9666.333333333334,0.0
8.116_539.2829,539.2829,8.116,0.0,0.0,0.0,415793.3333333333,1123847.6666666667,571382.6666666666,72414.66666666667,0.0,0.0,542612.3333333334,532569.3333333334,715929.0,0.0,0.0,0.0,863277.6666666666,567107.6666666666,627810.6666666666,0.0,0.0,0.0,904396.0,955132.0,939627.6666666666,0.0,0.0,0.0,62208.0,0.0,92784.33333333333,0.0,0.0,0.0,15399.333333333334,43016.0,46946.0
8.119_387.16196,387.16196,8.119,0.0,0.0,4236.0,14431529.666666666,20300571.333333332,20457751.333333332,320535.0,0.0,0.0,16983008.333333332,17347931.333333332,23947162.0,0.0,10620.333333333334,0.0,28244533.333333332,21748629.0,20086177.666666668,4349.666666666667,0.0,0.0,28161662.0,29715637.0,28989679.0,0.0,0.0,0.0,399604.0,183959.33333333334,335021.6666666667,0.0,0.0,0.0,422681.3333333333,373905.3333333333,458696.3333333333
8.125_523.28778,523.28778,8.125,0.0,0.0,0.0,7874066.666666667,10865566.0,11238055.666666666,285902.6666666667,0.0,0.0,9702173.0,9810854.0,14140152.666666666,5367.0,0.0,0.0,15978860.666666666,11706766.666666666,11972002.0,0.0,0.0,0.0,17598669.333333332,18743960.333333332,17842537.0,0.0,5805.0,0.0,148872.66666666666,204121.66666666666,240490.33333333334,0.0,0.0,0.0,353750.3333333333,650283.0,203634.66666666666
8.131_455.22504,455.22504,8.131,0.0,0.0,0.0,9513659.333333334,13632481.333333334,13344172.333333334,233919.33333333334,0.0,0.0,11730052.0,11650345.666666666,16925768.0,0.0,0.0,0.0,19366793.0,14157631.666666666,13711092.666666666,0.0,0.0,0.0,20738468.333333332,21469652.333333332,21516394.666666668,0.0,4926.333333333333,0.0,778763.6666666666,659831.3333333334,624289.3333333334,0.0,0.0,0.0,278960.0,206689.0,577279.3333333334
8.134_547.24054,547.24054,8.134,0.0,0.0,0.0,234964.66666666666,225155.33333333334,288446.3333333333,0.0,0.0,0.0,142515.66666666666,194558.66666666666,144190.0,0.0,0.0,0.0,119444.0,219990.66666666666,244329.33333333334,0.0,0.0,0.0,138186.66666666666,225606.0,221476.33333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.136_431.18854,431.18854,8.136,0.0,0.0,0.0,394404.3333333333,328461.6666666667,470411.3333333333,0.0,0.0,4162.0,282274.6666666667,377703.0,340064.0,0.0,0.0,0.0,244180.66666666666,390324.0,425291.0,0.0,0.0,6931.333333333333,384080.0,326751.6666666667,419178.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.137_316.04257,316.04257,8.137,0.0,0.0,0.0,212358.66666666666,98232.0,134668.66666666666,0.0,0.0,0.0,82516.0,32639.666666666668,76227.66666666667,0.0,0.0,0.0,870322.0,569216.3333333334,646059.6666666666,0.0,0.0,0.0,1285094.6666666667,1318990.3333333333,1138154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.138_508.34854,508.34854,8.138,0.0,0.0,0.0,1700801.6666666667,1469005.0,1932379.6666666667,0.0,0.0,0.0,1136017.3333333333,1294298.0,1647223.0,0.0,0.0,0.0,868058.6666666666,1601494.0,1689619.3333333333,0.0,0.0,0.0,1340270.6666666667,1180891.3333333333,1354805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.139_513.30353,513.30353,8.139,0.0,0.0,0.0,3791213.6666666665,3490642.3333333335,4677797.333333333,77706.66666666667,0.0,0.0,3098542.0,2968767.6666666665,3543915.3333333335,0.0,0.0,0.0,2250232.6666666665,3750002.0,4051413.3333333335,0.0,0.0,0.0,3022136.0,2899515.0,3671485.0,0.0,0.0,0.0,16393.666666666668,0.0,0.0,0.0,6110.666666666667,0.0,0.0,0.0,0.0
8.141_663.39227,663.39227,8.141,0.0,0.0,0.0,1794150.0,1591919.6666666667,1888161.6666666667,101802.66666666667,0.0,0.0,1624352.0,1918600.3333333333,1417822.6666666667,0.0,0.0,0.0,1393365.3333333333,2019250.6666666667,1937404.3333333333,0.0,0.0,0.0,1356633.3333333333,1202917.3333333333,1570431.0,9903.0,20079.0,80072.66666666667,49355.0,42713.0,27674.333333333332,11312.333333333334,14784.666666666666,0.0,45019.0,49659.0,64469.333333333336
8.147_558.40057,558.40057,8.147,0.0,0.0,0.0,45157.666666666664,28546.333333333332,50405.0,29956.0,876794.6666666666,826769.3333333334,0.0,9667.666666666666,10007.666666666666,0.0,0.0,0.0,939095.6666666666,690496.0,765456.3333333334,724285.3333333334,614048.0,652790.6666666666,22694.333333333332,0.0,9894.0,0.0,0.0,0.0,1247919.0,1015962.6666666666,669264.3333333334,2262566.3333333335,1656484.0,2395715.3333333335,0.0,0.0,0.0
8.148_672.42902,672.42902,8.148,0.0,17722.0,0.0,0.0,0.0,47590.0,8901.666666666666,243913.33333333334,219155.33333333334,0.0,0.0,0.0,0.0,0.0,0.0,627593.3333333334,504565.0,416663.3333333333,216712.66666666666,199110.33333333334,160897.66666666666,0.0,0.0,0.0,0.0,0.0,0.0,526305.6666666666,343598.3333333333,292098.0,795160.6666666666,558631.0,799602.3333333334,0.0,0.0,0.0
8.149_571.33502,571.33502,8.149,0.0,0.0,0.0,0.0,0.0,0.0,1171164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.14_658.43719,658.43719,8.14,13289.0,0.0,0.0,2455639.3333333335,2150345.6666666665,2535310.6666666665,91403.66666666667,0.0,0.0,1901210.3333333333,2458335.0,2281395.3333333335,0.0,0.0,0.0,1961574.0,2757080.3333333335,2325008.6666666665,0.0,0.0,0.0,1840041.3333333333,1715783.6666666667,1957820.0,0.0,0.0,0.0,40708.333333333336,21906.0,35265.0,0.0,0.0,0.0,14904.333333333334,22418.666666666668,57564.333333333336
8.158_499.32486,499.32486,8.158,0.0,0.0,0.0,370860.6666666667,558209.0,768058.3333333334,0.0,0.0,0.0,334812.3333333333,414793.0,426850.3333333333,0.0,0.0,0.0,679963.3333333334,939830.3333333334,895751.6666666666,0.0,0.0,0.0,616066.6666666666,460513.6666666667,494224.0,0.0,0.0,0.0,7877.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
